customer_key,recency,frequency,monetary,r,f,m,rfm_score,Segment
18668,5,1,4.99,4,1,1,411,Recent Customers
18669,174,1,69.99,2,1,2,212,Needs Attention
18670,80,1,1723.96,4,1,3,413,Recent Customers
18671,327,1,69.99,1,1,2,112,Lost Customers
18672,160,1,128.97,3,1,2,312,Needs Attention
18673,203,1,128.97,2,1,2,212,Needs Attention
18674,3,2,145.95999999999998,4,2,2,422,Recent Customers
18675,290,1,128.97,1,1,2,112,Lost Customers
18676,269,1,119.97999999999999,1,1,2,112,Lost Customers
18677,265,2,60.959999999999994,1,2,2,122,Almost Lost
18678,228,1,78.97999999999999,2,1,2,212,Needs Attention
18679,70,1,1700.99,4,1,3,413,Recent Customers
18680,87,1,1735.98,4,1,3,413,Recent Customers
18681,311,1,69.99,1,1,2,112,Lost Customers
18682,125,1,69.99,3,1,2,312,Needs Attention
18683,236,1,78.97999999999999,2,1,2,212,Needs Attention
18684,77,1,1754.98,4,1,3,413,Recent Customers
18685,46,2,124.46000000000001,4,2,2,422,Recent Customers
18686,178,2,91.95,2,2,2,222,Needs Attention
18687,354,1,94.47999999999999,1,1,2,112,Lost Customers
18688,166,1,78.97999999999999,3,1,2,312,Needs Attention
18689,235,1,78.97999999999999,2,1,2,212,Needs Attention
18690,104,1,119.97999999999999,3,1,2,312,Needs Attention
18691,314,2,6070.59,1,2,4,124,Almost Lost
18692,335,2,6035.6,1,2,4,124,Almost Lost
18693,317,2,6021.62,1,2,4,124,Almost Lost
18694,332,2,6035.6,1,2,4,124,Almost Lost
18695,310,2,6029.57,1,2,4,124,Almost Lost
18696,329,2,6149.57,1,2,4,124,Almost Lost
18697,391,2,5279.26,1,2,4,124,Almost Lost
18698,375,2,5314.25,1,2,4,124,Almost Lost
18699,363,2,5308.24,1,2,4,124,Almost Lost
18700,360,2,5328.23,1,2,4,124,Almost Lost
18701,355,2,5357.74,1,2,4,124,Almost Lost
18702,338,2,5333.25,1,2,4,124,Almost Lost
18703,306,2,5314.25,1,2,4,124,Almost Lost
18704,155,2,33.26,3,2,1,321,Needs Attention
18705,188,2,59.26,2,2,2,222,Needs Attention
18706,313,2,6060.5,1,2,4,124,Almost Lost
18707,136,2,122.76,3,2,2,322,Needs Attention
18708,326,2,6056.51,1,2,4,124,Almost Lost
18709,311,2,6098.54,1,2,4,124,Almost Lost
18710,318,2,6098.58,1,2,4,124,Almost Lost
18711,19,2,86.21,4,2,2,422,Recent Customers
18712,154,2,24.27,3,2,1,321,Needs Attention
18713,37,2,237.26,4,2,2,422,Recent Customers
18714,217,2,24.27,2,2,1,221,Needs Attention
18715,55,2,123.96000000000001,4,2,2,422,Recent Customers
18716,333,2,6021.62,1,2,4,124,Almost Lost
18717,86,2,87.21000000000001,4,2,2,422,Recent Customers
18718,315,2,6035.6,1,2,4,124,Almost Lost
18719,20,2,88.97,4,2,2,422,Recent Customers
18720,36,2,86.27000000000001,4,2,2,422,Recent Customers
18721,307,2,5333.25,1,2,4,124,Almost Lost
18722,316,2,5333.25,1,2,4,124,Almost Lost
18723,335,2,5279.26,1,2,4,124,Almost Lost
18724,330,2,6056.51,1,2,4,124,Almost Lost
18725,309,2,6044.59,1,2,4,124,Almost Lost
18726,331,2,5314.25,1,2,4,124,Almost Lost
18727,38,2,86.27000000000001,4,2,2,422,Recent Customers
18728,105,2,56.71,3,2,2,322,Needs Attention
18729,325,2,5333.25,1,2,4,124,Almost Lost
18730,25,2,39.25,4,2,1,421,Recent Customers
18731,315,2,6054.0599999999995,1,2,4,124,Almost Lost
18732,2,1,114.46000000000001,4,1,2,412,Recent Customers
18733,292,2,24.27,1,2,1,121,Almost Lost
18734,67,2,24.27,4,2,1,421,Recent Customers
18735,334,2,6021.62,1,2,4,124,Almost Lost
18736,314,2,6035.6,1,2,4,124,Almost Lost
18737,318,2,6021.62,1,2,4,124,Almost Lost
18738,313,2,6089.59,1,2,4,124,Almost Lost
18739,318,2,5371.74,1,2,4,124,Almost Lost
18740,324,2,6056.61,1,2,4,124,Almost Lost
18741,73,1,60.470000000000006,4,1,2,412,Recent Customers
18742,18,2,24.27,4,2,1,421,Recent Customers
18743,92,2,67.21,3,2,2,322,Needs Attention
18744,37,2,32.22,4,2,1,421,Recent Customers
18745,51,2,78.26,4,2,2,422,Recent Customers
18746,329,2,6135.09,1,2,4,124,Almost Lost
18747,318,2,6089.59,1,2,4,124,Almost Lost
18748,15,1,60.47,4,1,2,412,Recent Customers
18749,1,3,204.81,4,3,2,432,Loyal Customers
18750,122,1,4.99,3,1,1,311,Needs Attention
18751,348,1,39.980000000000004,1,1,1,111,Lost Customers
18752,313,1,119.97999999999999,1,1,2,112,Lost Customers
18753,204,1,123.97999999999999,2,1,2,212,Needs Attention
18754,324,1,69.99,1,1,2,112,Lost Customers
18755,308,2,86.96,1,2,2,122,Almost Lost
18756,153,2,128.41,3,2,2,322,Needs Attention
18757,355,1,78.97999999999999,1,1,2,112,Lost Customers
18758,248,3,158.51000000000002,2,3,2,232,Loyal Customers
18759,1,3,302.03,4,3,3,433,Loyal Customers
18760,336,1,54.980000000000004,1,1,2,112,Lost Customers
18761,159,1,13.98,3,1,1,311,Needs Attention
18762,73,1,1764.96,4,1,3,413,Recent Customers
18763,83,2,123.96000000000001,4,2,2,422,Recent Customers
18764,193,1,69.99,2,1,2,212,Needs Attention
18765,119,1,119.97999999999999,3,1,2,312,Needs Attention
18766,43,2,4752.75,4,2,4,424,Big Spender
18767,284,2,5314.25,1,2,4,124,Almost Lost
18768,276,2,5314.25,1,2,4,124,Almost Lost
18769,302,2,5304.25,1,2,4,124,Almost Lost
18770,160,1,94.47999999999999,3,1,2,312,Needs Attention
18771,99,1,69.99,3,1,2,312,Needs Attention
18772,222,1,78.97999999999999,2,1,2,212,Needs Attention
18773,255,1,78.97999999999999,2,1,2,212,Needs Attention
18774,3,1,132.97,4,1,2,412,Recent Customers
18775,361,1,69.99,1,1,2,112,Lost Customers
18776,243,1,67.97,2,1,2,212,Needs Attention
18777,321,1,29.479999999999997,1,1,1,111,Lost Customers
18778,129,1,39.980000000000004,3,1,1,311,Needs Attention
18779,87,1,4.99,4,1,1,411,Recent Customers
18780,86,1,1759.97,4,1,3,413,Recent Customers
18781,34,1,2362.27,4,1,3,413,Recent Customers
18782,42,1,2397.91,4,1,3,413,Recent Customers
18783,34,1,2362.27,4,1,3,413,Recent Customers
18784,106,1,128.97,3,1,2,312,Needs Attention
18785,62,1,2350.9599999999996,4,1,3,413,Recent Customers
18786,301,1,119.97999999999999,1,1,2,112,Lost Customers
18787,134,1,78.97999999999999,3,1,2,312,Needs Attention
18788,69,1,2351.9599999999996,4,1,3,413,Recent Customers
18789,39,1,2294.99,4,1,3,413,Recent Customers
18790,72,1,1728.27,4,1,3,413,Recent Customers
18791,39,1,69.99,4,1,2,412,Recent Customers
18792,66,1,1775.47,4,1,3,413,Recent Customers
18793,66,1,30.479999999999997,4,1,1,411,Recent Customers
18794,88,1,1735.98,3,1,3,313,Needs Attention
18795,266,1,1198.97,1,1,3,113,Lost Customers
18796,112,1,23.779999999999998,3,1,1,311,Needs Attention
18797,8,1,78.97999999999999,4,1,2,412,Recent Customers
18798,90,1,1728.27,3,1,3,313,Needs Attention
18799,300,1,119.97999999999999,1,1,2,112,Lost Customers
18800,84,1,1754.98,4,1,3,413,Recent Customers
18801,91,1,1799.48,3,1,3,313,Needs Attention
18802,64,1,1793.47,4,1,3,413,Recent Customers
18803,54,1,1750.98,4,1,3,413,Recent Customers
18804,44,1,1810.46,4,1,3,413,Recent Customers
18805,2,1,133.49,4,1,2,412,Recent Customers
18806,60,1,1785.97,4,1,3,413,Recent Customers
18807,308,1,119.97999999999999,1,1,2,112,Lost Customers
18808,43,1,2411.9399999999996,4,1,3,413,Recent Customers
18809,303,1,119.97999999999999,1,1,2,112,Lost Customers
18810,81,1,133.49,4,1,2,412,Recent Customers
18811,311,2,100.96,1,2,2,122,Almost Lost
18812,29,2,185.94,4,2,2,422,Recent Customers
18813,9,1,128.97,4,1,2,412,Recent Customers
18814,203,1,69.99,2,1,2,212,Needs Attention
18815,131,1,69.99,3,1,2,312,Needs Attention
18816,335,1,148.47,1,1,2,112,Lost Customers
18817,36,1,2357.2799999999997,4,1,3,413,Recent Customers
18818,40,1,2319.2599999999998,4,1,3,413,Recent Customers
18819,55,1,2344.9599999999996,4,1,3,413,Recent Customers
18820,205,1,78.97999999999999,2,1,2,212,Needs Attention
18821,84,2,91.97,4,2,2,422,Recent Customers
18822,172,1,119.97999999999999,2,1,2,212,Needs Attention
18823,237,1,94.47999999999999,2,1,2,212,Needs Attention
18824,61,1,2394.97,4,1,3,413,Recent Customers
18825,142,1,78.97999999999999,3,1,2,312,Needs Attention
18826,73,2,166.43,4,2,2,422,Recent Customers
18827,33,1,2329.9799999999996,4,1,3,413,Recent Customers
18828,136,1,119.97999999999999,3,1,2,312,Needs Attention
18829,57,1,2354.9799999999996,4,1,3,413,Recent Customers
18830,73,1,119.97999999999999,4,1,2,412,Recent Customers
18831,34,1,2419.4599999999996,4,1,3,413,Recent Customers
18832,48,1,2334.9799999999996,4,1,3,413,Recent Customers
18833,51,1,78.97999999999999,4,1,2,412,Recent Customers
18834,32,1,119.97999999999999,4,1,2,412,Recent Customers
18835,365,1,78.97999999999999,1,1,2,112,Lost Customers
18836,308,1,128.97,1,1,2,112,Lost Customers
18837,238,1,94.47999999999999,2,1,2,212,Needs Attention
18838,43,1,2376.9599999999996,4,1,3,413,Recent Customers
18839,80,1,2384.97,4,1,3,413,Recent Customers
18840,61,1,2294.99,4,1,3,413,Recent Customers
18841,272,1,1145.48,1,1,3,113,Lost Customers
18842,264,1,1155.48,2,1,3,213,Needs Attention
18843,70,1,69.99,4,1,2,412,Recent Customers
18844,222,1,123.97999999999999,2,1,2,212,Needs Attention
18845,282,1,69.99,1,1,2,112,Lost Customers
18846,26,1,132.97,4,1,2,412,Recent Customers
18847,163,1,69.99,3,1,2,312,Needs Attention
18848,47,1,2496.27,4,1,3,413,Recent Customers
18849,57,1,2366.9599999999996,4,1,3,413,Recent Customers
18850,55,1,2376.45,4,1,3,413,Recent Customers
18851,48,1,69.99,4,1,2,412,Recent Customers
18852,144,2,268.25,3,2,2,322,Needs Attention
18853,278,1,69.99,1,1,2,112,Lost Customers
18854,41,1,1754.98,4,1,3,413,Recent Customers
18855,255,1,1155.48,2,1,3,213,Needs Attention
18856,37,1,1735.98,4,1,3,413,Recent Customers
18857,40,1,1735.98,4,1,3,413,Recent Customers
18858,41,1,1810.46,4,1,3,413,Recent Customers
18859,225,1,1155.48,2,1,3,213,Needs Attention
18860,54,1,2394.97,4,1,3,413,Recent Customers
18861,111,1,133.49,3,1,2,312,Needs Attention
18862,56,1,2354.47,4,1,3,413,Recent Customers
18863,40,1,2414.97,4,1,3,413,Recent Customers
18864,55,1,2331.95,4,1,3,413,Recent Customers
18865,48,1,1779.47,4,1,3,413,Recent Customers
18866,48,1,1700.99,4,1,3,413,Recent Customers
18867,57,1,1750.98,4,1,3,413,Recent Customers
18868,61,1,1759.97,4,1,3,413,Recent Customers
18869,60,1,1735.98,4,1,3,413,Recent Customers
18870,8,1,69.99,4,1,2,412,Recent Customers
18871,344,2,86.96,1,2,2,122,Almost Lost
18872,101,1,78.97999999999999,3,1,2,312,Needs Attention
18873,171,1,128.97,2,1,2,212,Needs Attention
18874,179,1,69.99,2,1,2,212,Needs Attention
18875,139,2,114.94999999999999,3,2,2,322,Needs Attention
18876,45,1,2329.9799999999996,4,1,3,413,Recent Customers
18877,266,1,69.99,1,1,2,112,Lost Customers
18878,59,1,2390.95,4,1,3,413,Recent Customers
18879,85,1,69.99,4,1,2,412,Recent Customers
18880,107,1,69.99,3,1,2,312,Needs Attention
18881,37,1,2359.9799999999996,4,1,3,413,Recent Customers
18882,64,1,2322.2799999999997,4,1,3,413,Recent Customers
18883,91,2,86.96,3,2,2,322,Needs Attention
18884,101,2,133.93,3,2,2,322,Needs Attention
18885,354,1,110.46000000000001,1,1,2,112,Lost Customers
18886,125,1,69.99,3,1,2,312,Needs Attention
18887,33,1,133.49,4,1,2,412,Recent Customers
18888,280,1,123.97999999999999,1,1,2,112,Lost Customers
18889,362,1,78.97999999999999,1,1,2,112,Lost Customers
18890,196,1,78.97999999999999,2,1,2,212,Needs Attention
18891,29,1,119.97999999999999,4,1,2,412,Recent Customers
18892,75,1,69.99,4,1,2,412,Recent Customers
18893,319,1,69.99,1,1,2,112,Lost Customers
18894,46,1,2316.97,4,1,3,413,Recent Customers
18895,337,1,27.77,1,1,1,111,Lost Customers
18896,285,1,74.98,1,1,2,112,Lost Customers
18897,150,1,37.29,3,1,1,311,Needs Attention
18898,327,1,74.98,1,1,2,112,Lost Customers
18899,379,2,4118.26,1,2,4,124,Almost Lost
18900,373,2,4132.24,1,2,4,124,Almost Lost
18901,228,1,35.0,2,1,1,211,Needs Attention
18902,371,2,4186.23,1,2,4,124,Almost Lost
18903,383,2,4143.74,1,2,4,124,Almost Lost
18904,134,1,607.96,3,1,3,313,Needs Attention
18905,40,1,2416.43,4,1,3,413,Recent Customers
18906,396,2,4217.22,1,2,4,124,Almost Lost
18907,379,2,4167.23,1,2,4,124,Almost Lost
18908,324,2,6090.59,1,2,4,124,Almost Lost
18909,306,2,6035.6,1,2,4,124,Almost Lost
18910,79,1,59.980000000000004,4,1,2,412,Recent Customers
18911,68,1,64.47,4,1,2,412,Recent Customers
18912,236,1,69.99,2,1,2,212,Needs Attention
18913,116,1,78.97999999999999,3,1,2,312,Needs Attention
18914,48,1,1725.98,4,1,3,413,Recent Customers
18915,180,1,94.47999999999999,2,1,2,212,Needs Attention
18916,147,1,658.95,3,1,3,313,Needs Attention
18917,131,1,607.96,3,1,3,313,Needs Attention
18918,164,1,78.97999999999999,3,1,2,312,Needs Attention
18919,317,2,300.94,1,2,3,123,Almost Lost
18920,11,1,128.97,4,1,2,412,Recent Customers
18921,184,1,94.47999999999999,2,1,2,212,Needs Attention
18922,62,1,2326.9599999999996,4,1,3,413,Recent Customers
18923,308,1,804.48,1,1,3,113,Lost Customers
18924,238,1,839.48,2,1,3,213,Needs Attention
18925,131,2,82.18,3,2,2,322,Needs Attention
18926,3,2,244.23000000000002,4,2,2,422,Recent Customers
18927,165,2,89.25,3,2,2,322,Needs Attention
18928,280,2,6095.08,1,2,4,124,Almost Lost
18929,289,2,6029.57,1,2,4,124,Almost Lost
18930,282,2,6035.6,1,2,4,124,Almost Lost
18931,288,2,6060.5,1,2,4,124,Almost Lost
18932,259,2,59.26,2,2,2,222,Needs Attention
18933,173,1,59.980000000000004,2,1,2,212,Needs Attention
18934,133,1,123.97999999999999,3,1,2,312,Needs Attention
18935,362,1,69.99,1,1,2,112,Lost Customers
18936,240,1,839.48,2,1,3,213,Needs Attention
18937,59,1,69.99,4,1,2,412,Recent Customers
18938,103,1,69.99,3,1,2,312,Needs Attention
18939,7,1,69.99,4,1,2,412,Recent Customers
18940,83,1,78.97999999999999,4,1,2,412,Recent Customers
18941,35,1,123.97999999999999,4,1,2,412,Recent Customers
18942,198,1,889.39,2,1,3,213,Needs Attention
18943,155,1,902.98,3,1,3,313,Needs Attention
18944,41,2,146.94,4,2,2,422,Recent Customers
18945,32,1,78.97999999999999,4,1,2,412,Recent Customers
18946,170,1,69.99,2,1,2,212,Needs Attention
18947,182,1,804.48,2,1,3,213,Needs Attention
18948,162,1,806.76,3,1,3,313,Needs Attention
18949,163,1,801.77,3,1,3,313,Needs Attention
18950,84,1,2351.9599999999996,4,1,3,413,Recent Customers
18951,63,1,2334.97,4,1,3,413,Recent Customers
18952,16,1,78.97999999999999,4,1,2,412,Recent Customers
18953,136,1,777.44,3,1,3,313,Needs Attention
18954,69,1,893.47,4,1,3,413,Recent Customers
18955,61,1,1754.98,4,1,3,413,Recent Customers
18956,39,1,848.47,4,1,3,413,Recent Customers
18957,370,1,589.26,1,1,3,113,Lost Customers
18958,389,1,565.21,1,1,3,113,Lost Customers
18959,87,1,2341.4599999999996,4,1,3,413,Recent Customers
18960,363,1,618.98,1,1,3,113,Lost Customers
18961,74,1,2369.9599999999996,4,1,3,413,Recent Customers
18962,360,1,567.27,1,1,3,113,Lost Customers
18963,344,1,589.98,1,1,3,113,Lost Customers
18964,284,1,69.99,1,1,2,112,Lost Customers
18965,10,1,123.97999999999999,4,1,2,412,Recent Customers
18966,327,1,78.97999999999999,1,1,2,112,Lost Customers
18967,354,1,132.97,1,1,2,112,Lost Customers
18968,64,2,151.43,4,2,2,422,Recent Customers
18969,16,1,69.99,4,1,2,412,Recent Customers
18970,73,1,133.49,4,1,2,412,Recent Customers
18971,73,1,2351.9599999999996,4,1,3,413,Recent Customers
18972,88,1,2369.97,3,1,3,313,Needs Attention
18973,341,1,567.27,1,1,3,113,Lost Customers
18974,338,1,585.94,1,1,3,113,Lost Customers
18975,237,1,89.97,2,1,2,212,Needs Attention
18976,60,1,1750.98,4,1,3,413,Recent Customers
18977,54,1,128.97,4,1,2,412,Recent Customers
18978,139,2,118.73,3,2,2,322,Needs Attention
18979,51,1,1749.96,4,1,3,413,Recent Customers
18980,54,1,1750.98,4,1,3,413,Recent Customers
18981,176,1,78.97999999999999,2,1,2,212,Needs Attention
18982,58,1,1783.96,4,1,3,413,Recent Customers
18983,226,1,94.47999999999999,2,1,2,212,Needs Attention
18984,312,1,94.47999999999999,1,1,2,112,Lost Customers
18985,68,1,94.47999999999999,4,1,2,412,Recent Customers
18986,353,1,56.97,1,1,2,112,Lost Customers
18987,364,1,119.97999999999999,1,1,2,112,Lost Customers
18988,89,1,69.99,3,1,2,312,Needs Attention
18989,152,1,133.49,3,1,2,312,Needs Attention
18990,350,1,561.97,1,1,3,113,Lost Customers
18991,59,1,69.99,4,1,2,412,Recent Customers
18992,230,1,119.97999999999999,2,1,2,212,Needs Attention
18993,52,1,128.97,4,1,2,412,Recent Customers
18994,84,1,123.97999999999999,4,1,2,412,Recent Customers
18995,97,1,119.97999999999999,3,1,2,312,Needs Attention
18996,33,1,69.99,4,1,2,412,Recent Customers
18997,151,1,69.99,3,1,2,312,Needs Attention
18998,54,1,1784.96,4,1,3,413,Recent Customers
18999,48,1,1754.98,4,1,3,413,Recent Customers
19000,13,2,54.26,4,2,2,422,Recent Customers
19001,178,2,91.95,2,2,2,222,Needs Attention
19002,50,1,1729.97,4,1,3,413,Recent Customers
19003,38,1,1764.96,4,1,3,413,Recent Customers
19004,33,1,1764.96,4,1,3,413,Recent Customers
19005,341,1,94.47999999999999,1,1,2,112,Lost Customers
19006,41,1,69.99,4,1,2,412,Recent Customers
19007,147,1,69.99,3,1,2,312,Needs Attention
19008,56,1,1760.47,4,1,3,413,Recent Customers
19009,17,1,78.97999999999999,4,1,2,412,Recent Customers
19010,347,1,78.97999999999999,1,1,2,112,Lost Customers
19011,200,1,78.97999999999999,2,1,2,212,Needs Attention
19012,171,1,119.97999999999999,2,1,2,212,Needs Attention
19013,310,1,636.45,1,1,3,113,Lost Customers
19014,195,2,65.94999999999999,2,2,2,222,Needs Attention
19015,264,2,125.43,2,2,2,222,Needs Attention
19016,46,1,1750.98,4,1,3,413,Recent Customers
19017,85,1,69.99,4,1,2,412,Recent Customers
19018,209,1,133.49,2,1,2,212,Needs Attention
19019,285,1,78.97999999999999,1,1,2,112,Lost Customers
19020,154,1,123.97999999999999,3,1,2,312,Needs Attention
19021,317,1,614.96,1,1,3,113,Lost Customers
19022,120,1,69.99,3,1,2,312,Needs Attention
19023,327,1,579.97,1,1,3,113,Lost Customers
19024,310,1,699.97,1,1,3,113,Lost Customers
19025,321,1,119.97999999999999,1,1,2,112,Lost Customers
19026,70,2,113.24,4,2,2,422,Recent Customers
19027,119,2,3029.0781999999995,3,2,4,324,Big Spender
19028,108,2,3063.0581999999995,3,2,4,324,Big Spender
19029,141,2,3339.4075,3,2,4,324,Big Spender
19030,131,2,3310.4075,3,2,4,324,Big Spender
19031,49,3,7226.379999999999,4,3,4,434,Loyal Customers
19032,47,3,6938.5824999999995,4,3,4,434,Loyal Customers
19033,96,2,3139.0681999999997,3,2,4,324,Big Spender
19034,130,2,3322.7174999999997,3,2,4,324,Big Spender
19035,100,2,3320.4275,3,2,4,324,Big Spender
19036,111,2,4763.34,3,2,4,324,Big Spender
19037,117,2,4858.34,3,2,4,324,Big Spender
19038,119,2,3318.3574999999996,3,2,4,324,Big Spender
19039,197,1,7.28,2,1,1,211,Needs Attention
19040,121,2,3310.4075,3,2,4,324,Big Spender
19041,111,2,3089.0781999999995,3,2,4,324,Big Spender
19042,160,1,64.97,3,1,2,312,Needs Attention
19043,9,1,24.99,4,1,1,411,Recent Customers
19044,80,1,29.93,4,1,1,411,Recent Customers
19045,247,1,48.97,2,1,1,211,Needs Attention
19046,104,2,3320.4275,3,2,4,324,Big Spender
19047,299,1,71.95,1,1,2,112,Lost Customers
19048,72,2,4765.629999999999,4,2,4,424,Big Spender
19049,89,2,4838.299999999999,3,2,4,324,Big Spender
19050,116,1,56.97,3,1,2,312,Needs Attention
19051,100,2,3104.5681999999997,3,2,4,324,Big Spender
19052,94,2,3140.2699999999995,3,2,4,324,Big Spender
19053,47,1,24.99,4,1,1,411,Recent Customers
19054,51,1,21.98,4,1,1,411,Recent Customers
19055,50,1,45.95,4,1,1,411,Recent Customers
19056,345,1,37.93,1,1,1,111,Lost Customers
19057,115,2,3322.7174999999997,3,2,4,324,Big Spender
19058,72,2,4524.4825,4,2,4,424,Big Spender
19059,15,1,85.48,4,1,2,412,Recent Customers
19060,322,1,29.93,1,1,1,111,Lost Customers
19061,173,1,64.97,2,1,2,212,Needs Attention
19062,187,1,79.95,2,1,2,212,Needs Attention
19063,11,1,64.97,4,1,2,412,Recent Customers
19064,310,1,32.269999999999996,1,1,1,111,Lost Customers
19065,119,2,3295.4275,3,2,4,324,Big Spender
19066,120,1,84.96000000000001,3,1,2,312,Needs Attention
19067,117,2,3380.9075,3,2,4,324,Big Spender
19068,177,1,64.97,2,1,2,212,Needs Attention
19069,107,2,3112.9699999999993,3,2,4,324,Big Spender
19070,74,2,4748.33,4,2,4,424,Big Spender
19071,271,1,115.95000000000002,1,1,2,112,Lost Customers
19072,1,1,48.970000000000006,4,1,1,411,Recent Customers
19073,63,2,4760.32,4,2,4,424,Big Spender
19074,128,1,29.979999999999997,3,1,1,311,Needs Attention
19075,277,1,64.97,1,1,2,112,Lost Customers
19076,108,2,3177.96,3,2,4,324,Big Spender
19077,229,1,39.980000000000004,2,1,1,211,Needs Attention
19078,313,1,32.27,1,1,1,111,Lost Customers
19079,173,1,24.99,2,1,1,211,Needs Attention
19080,356,1,29.979999999999997,1,1,1,111,Lost Customers
19081,84,1,32.269999999999996,4,1,1,411,Recent Customers
19082,209,1,39.980000000000004,2,1,1,211,Needs Attention
19083,293,2,6021.62,1,2,4,124,Almost Lost
19084,298,2,6093.2,1,2,4,124,Almost Lost
19085,172,2,78.26,2,2,2,222,Needs Attention
19086,6,2,78.26,4,2,2,422,Recent Customers
19087,357,2,47.2,1,2,1,121,Almost Lost
19088,85,2,24.27,4,2,1,421,Recent Customers
19089,281,2,6093.2,1,2,4,124,Almost Lost
19090,76,2,59.26,4,2,2,422,Recent Customers
19091,28,2,24.27,4,2,1,421,Recent Customers
19092,74,2,78.26,4,2,2,422,Recent Customers
19093,304,2,6035.6,1,2,4,124,Almost Lost
19094,301,2,6021.62,1,2,4,124,Almost Lost
19095,295,2,6056.61,1,2,4,124,Almost Lost
19096,279,2,6090.59,1,2,4,124,Almost Lost
19097,130,2,24.27,3,2,1,321,Needs Attention
19098,48,2,122.24000000000002,4,2,2,422,Recent Customers
19099,286,2,6038.5599999999995,1,2,4,124,Almost Lost
19100,34,2,79.26,4,2,2,422,Recent Customers
19101,110,2,104.42,3,2,2,322,Needs Attention
19102,276,2,6029.57,1,2,4,124,Almost Lost
19103,155,2,63.91,3,2,2,322,Needs Attention
19104,9,2,99.94,4,2,2,422,Recent Customers
19105,278,2,6056.61,1,2,4,124,Almost Lost
19106,262,2,64.95,2,2,2,222,Needs Attention
19107,264,1,69.99,2,1,2,212,Needs Attention
19108,52,1,1700.99,4,1,3,413,Recent Customers
19109,45,1,1728.27,4,1,3,413,Recent Customers
19110,333,1,604.96,1,1,3,113,Lost Customers
19111,298,1,609.95,1,1,3,113,Lost Customers
19112,33,1,1764.96,4,1,3,413,Recent Customers
19113,221,1,1184.46,2,1,3,213,Needs Attention
19114,36,1,1735.98,4,1,3,413,Recent Customers
19115,84,1,148.47,4,1,2,412,Recent Customers
19116,241,1,1183.47,2,1,3,213,Needs Attention
19117,42,1,1750.98,4,1,3,413,Recent Customers
19118,238,1,1120.49,2,1,3,213,Needs Attention
19119,46,1,1764.96,4,1,3,413,Recent Customers
19120,48,1,1729.97,4,1,3,413,Recent Customers
19121,301,1,656.94,1,1,3,113,Lost Customers
19122,301,1,588.96,1,1,3,113,Lost Customers
19123,214,1,1170.48,2,1,3,213,Needs Attention
19124,36,1,1754.98,4,1,3,413,Recent Customers
19125,59,1,1735.98,4,1,3,413,Recent Customers
19126,125,1,69.99,3,1,2,312,Needs Attention
19127,287,1,579.97,1,1,3,113,Lost Customers
19128,291,1,642.91,1,1,3,113,Lost Customers
19129,301,1,639.45,1,1,3,113,Lost Customers
19130,270,1,664.95,1,1,3,113,Lost Customers
19131,48,1,1725.48,4,1,3,413,Recent Customers
19132,40,1,69.99,4,1,2,412,Recent Customers
19133,49,1,1700.99,4,1,3,413,Recent Customers
19134,158,1,69.99,3,1,2,312,Needs Attention
19135,298,1,69.99,1,1,2,112,Lost Customers
19136,271,1,78.97999999999999,1,1,2,112,Lost Customers
19137,48,1,1735.98,4,1,3,413,Recent Customers
19138,60,1,69.99,4,1,2,412,Recent Customers
19139,253,1,69.99,2,1,2,212,Needs Attention
19140,264,1,564.98,2,1,3,213,Needs Attention
19141,272,1,579.97,1,1,3,113,Lost Customers
19142,257,1,618.98,2,1,3,213,Needs Attention
19143,253,1,605.21,2,1,3,213,Needs Attention
19144,253,1,614.96,2,1,3,213,Needs Attention
19145,131,1,133.49,3,1,2,312,Needs Attention
19146,35,1,1764.96,4,1,3,413,Recent Customers
19147,120,2,133.71,3,2,2,322,Needs Attention
19148,46,1,1750.98,4,1,3,413,Recent Customers
19149,205,1,123.97999999999999,2,1,2,212,Needs Attention
19150,22,2,65.94999999999999,4,2,2,422,Recent Customers
19151,123,1,69.99,3,1,2,312,Needs Attention
19152,297,1,78.97999999999999,1,1,2,112,Lost Customers
19153,241,1,69.99,2,1,2,212,Needs Attention
19154,39,1,69.99,4,1,2,412,Recent Customers
19155,269,1,78.97999999999999,1,1,2,112,Lost Customers
19156,52,1,1728.27,4,1,3,413,Recent Customers
19157,34,1,1700.99,4,1,3,413,Recent Customers
19158,48,1,1735.98,4,1,3,413,Recent Customers
19159,381,1,1120.49,1,1,3,113,Lost Customers
19160,375,1,1183.47,1,1,3,113,Lost Customers
19161,273,1,584.9,1,1,3,113,Lost Customers
19162,274,1,563.96,1,1,3,113,Lost Customers
19163,250,1,539.99,2,1,3,213,Needs Attention
19164,257,1,629.96,2,1,3,213,Needs Attention
19165,245,1,633.96,2,1,3,213,Needs Attention
19166,138,1,69.99,3,1,2,312,Needs Attention
19167,393,1,1120.49,1,1,3,113,Lost Customers
19168,360,1,119.97999999999999,1,1,2,112,Lost Customers
19169,369,1,1170.48,1,1,3,113,Lost Customers
19170,378,1,1151.76,1,1,3,113,Lost Customers
19171,383,1,1174.48,1,1,3,113,Lost Customers
19172,237,2,1609.4075,2,2,3,223,Needs Attention
19173,192,2,1594.4175,2,2,3,223,Needs Attention
19174,69,2,2483.98,4,2,3,423,Recent Customers
19175,196,1,24.99,2,1,1,211,Needs Attention
